nohup: ignoring input
Namespace(batchSize=64, chop=False, cuda=True, loss='1*L1', lr=0.0001, nEpochs=1000, patchSize=64, pre_train=None, rgb_range=255, seed=123, testBatchSize=1, threads=4)
===> Loading datasets
===> Building model
===> Epoch[4](627/1860): Loss: 0.016647
===> Epoch[4](628/1860): Loss: 0.018086
===> Epoch[4](629/1860): Loss: 0.018932
===> Epoch[4](630/1860): Loss: 0.017391
===> Epoch[4](631/1860): Loss: 0.015854
===> Epoch[4](632/1860): Loss: 0.017271
===> Epoch[4](633/1860): Loss: 0.018120
===> Epoch[4](634/1860): Loss: 0.017503
===> Epoch[4](635/1860): Loss: 0.019413
===> Epoch[4](636/1860): Loss: 0.018292
===> Epoch[4](637/1860): Loss: 0.018289
===> Epoch[4](638/1860): Loss: 0.017046
===> Epoch[4](639/1860): Loss: 0.018031
===> Epoch[4](640/1860): Loss: 0.018222
===> Epoch[4](641/1860): Loss: 0.018177
===> Epoch[4](642/1860): Loss: 0.018042
===> Epoch[4](643/1860): Loss: 0.018819
===> Epoch[4](644/1860): Loss: 0.016875
===> Epoch[4](645/1860): Loss: 0.018286
===> Epoch[4](646/1860): Loss: 0.017357
===> Epoch[4](647/1860): Loss: 0.017437
===> Epoch[4](648/1860): Loss: 0.017862
===> Epoch[4](649/1860): Loss: 0.016193
===> Epoch[4](650/1860): Loss: 0.017058
===> Epoch[4](651/1860): Loss: 0.017090
===> Epoch[4](652/1860): Loss: 0.016724
===> Epoch[4](653/1860): Loss: 0.017781
===> Epoch[4](654/1860): Loss: 0.019580
===> Epoch[4](655/1860): Loss: 0.016597
===> Epoch[4](656/1860): Loss: 0.018286
===> Epoch[4](657/1860): Loss: 0.018261
===> Epoch[4](658/1860): Loss: 0.016508
===> Epoch[4](659/1860): Loss: 0.018241
===> Epoch[4](660/1860): Loss: 0.019769
===> Epoch[4](661/1860): Loss: 0.016964
===> Epoch[4](662/1860): Loss: 0.016637
===> Epoch[4](663/1860): Loss: 0.017626
===> Epoch[4](664/1860): Loss: 0.019088
===> Epoch[4](665/1860): Loss: 0.017636
===> Epoch[4](666/1860): Loss: 0.018160
===> Epoch[4](667/1860): Loss: 0.017539
===> Epoch[4](668/1860): Loss: 0.015700
===> Epoch[4](669/1860): Loss: 0.016774
===> Epoch[4](670/1860): Loss: 0.016717
===> Epoch[4](671/1860): Loss: 0.020646
===> Epoch[4](672/1860): Loss: 0.015910
===> Epoch[4](673/1860): Loss: 0.016331
===> Epoch[4](674/1860): Loss: 0.017516
===> Epoch[4](675/1860): Loss: 0.019073
===> Epoch[4](676/1860): Loss: 0.016003
===> Epoch[4](677/1860): Loss: 0.018535
===> Epoch[4](678/1860): Loss: 0.018236
===> Epoch[4](679/1860): Loss: 0.015574
===> Epoch[4](680/1860): Loss: 0.018441
===> Epoch[4](681/1860): Loss: 0.016889
===> Epoch[4](682/1860): Loss: 0.017309
===> Epoch[4](683/1860): Loss: 0.016465
===> Epoch[4](684/1860): Loss: 0.017895
===> Epoch[4](685/1860): Loss: 0.017397
===> Epoch[4](686/1860): Loss: 0.016954
===> Epoch[4](687/1860): Loss: 0.017332
===> Epoch[4](688/1860): Loss: 0.019942
===> Epoch[4](689/1860): Loss: 0.018433
===> Epoch[4](690/1860): Loss: 0.018648
===> Epoch[4](691/1860): Loss: 0.015839
===> Epoch[4](692/1860): Loss: 0.017335
===> Epoch[4](693/1860): Loss: 0.017790
===> Epoch[4](694/1860): Loss: 0.018472
===> Epoch[4](695/1860): Loss: 0.019917
===> Epoch[4](696/1860): Loss: 0.016925
===> Epoch[4](697/1860): Loss: 0.017388
===> Epoch[4](698/1860): Loss: 0.016137
===> Epoch[4](699/1860): Loss: 0.018069
===> Epoch[4](700/1860): Loss: 0.016814
===> Epoch[4](701/1860): Loss: 0.018459
===> Epoch[4](702/1860): Loss: 0.016644
===> Epoch[4](703/1860): Loss: 0.019697
===> Epoch[4](704/1860): Loss: 0.017657
===> Epoch[4](705/1860): Loss: 0.016045
===> Epoch[4](706/1860): Loss: 0.018243
===> Epoch[4](707/1860): Loss: 0.018174
===> Epoch[4](708/1860): Loss: 0.019773
===> Epoch[4](709/1860): Loss: 0.018411
===> Epoch[4](710/1860): Loss: 0.018522
===> Epoch[4](711/1860): Loss: 0.018987
===> Epoch[4](712/1860): Loss: 0.016872
===> Epoch[4](713/1860): Loss: 0.017303
===> Epoch[4](714/1860): Loss: 0.017235
===> Epoch[4](715/1860): Loss: 0.018140
===> Epoch[4](716/1860): Loss: 0.016975
===> Epoch[4](717/1860): Loss: 0.018431
===> Epoch[4](718/1860): Loss: 0.016453
===> Epoch[4](719/1860): Loss: 0.016875
===> Epoch[4](720/1860): Loss: 0.018210
===> Epoch[4](721/1860): Loss: 0.017219
===> Epoch[4](722/1860): Loss: 0.016302
===> Epoch[4](723/1860): Loss: 0.018483
===> Epoch[4](724/1860): Loss: 0.016084
===> Epoch[4](725/1860): Loss: 0.017457
===> Epoch[4](726/1860): Loss: 0.017294
===> Epoch[4](727/1860): Loss: 0.017082
===> Epoch[4](728/1860): Loss: 0.018013
===> Epoch[4](729/1860): Loss: 0.019703
===> Epoch[4](730/1860): Loss: 0.017595
===> Epoch[4](731/1860): Loss: 0.015805
===> Epoch[4](732/1860): Loss: 0.018686
===> Epoch[4](733/1860): Loss: 0.018876
===> Epoch[4](734/1860): Loss: 0.017374
===> Epoch[4](735/1860): Loss: 0.017434
===> Epoch[4](736/1860): Loss: 0.019493
===> Epoch[4](737/1860): Loss: 0.016932
===> Epoch[4](738/1860): Loss: 0.017239
===> Epoch[4](739/1860): Loss: 0.017937
===> Epoch[4](740/1860): Loss: 0.018151
===> Epoch[4](741/1860): Loss: 0.018672
===> Epoch[4](742/1860): Loss: 0.016807
===> Epoch[4](743/1860): Loss: 0.016220
===> Epoch[4](744/1860): Loss: 0.015446
===> Epoch[4](745/1860): Loss: 0.016547
===> Epoch[4](746/1860): Loss: 0.019120
===> Epoch[4](747/1860): Loss: 0.018725
===> Epoch[4](748/1860): Loss: 0.016971
===> Epoch[4](749/1860): Loss: 0.018942
===> Epoch[4](750/1860): Loss: 0.016597
===> Epoch[4](751/1860): Loss: 0.018995
===> Epoch[4](752/1860): Loss: 0.017434
===> Epoch[4](753/1860): Loss: 0.017674
===> Epoch[4](754/1860): Loss: 0.016641
===> Epoch[4](755/1860): Loss: 0.017322
===> Epoch[4](756/1860): Loss: 0.016469
===> Epoch[4](757/1860): Loss: 0.015494
===> Epoch[4](758/1860): Loss: 0.018079
===> Epoch[4](759/1860): Loss: 0.016761
===> Epoch[4](760/1860): Loss: 0.019698
===> Epoch[4](761/1860): Loss: 0.016809
===> Epoch[4](762/1860): Loss: 0.018306
===> Epoch[4](763/1860): Loss: 0.018054
===> Epoch[4](764/1860): Loss: 0.016170
===> Epoch[4](765/1860): Loss: 0.017703
===> Epoch[4](766/1860): Loss: 0.016672
===> Epoch[4](767/1860): Loss: 0.016755
===> Epoch[4](768/1860): Loss: 0.018330
===> Epoch[4](769/1860): Loss: 0.018865
===> Epoch[4](770/1860): Loss: 0.015512
===> Epoch[4](771/1860): Loss: 0.017251
===> Epoch[4](772/1860): Loss: 0.018476
===> Epoch[4](773/1860): Loss: 0.018662
===> Epoch[4](774/1860): Loss: 0.015807
===> Epoch[4](775/1860): Loss: 0.017528
===> Epoch[4](776/1860): Loss: 0.016894
===> Epoch[4](777/1860): Loss: 0.016647
===> Epoch[4](778/1860): Loss: 0.016740
===> Epoch[4](779/1860): Loss: 0.017049
===> Epoch[4](780/1860): Loss: 0.016954
===> Epoch[4](781/1860): Loss: 0.018384
===> Epoch[4](782/1860): Loss: 0.017975
===> Epoch[4](783/1860): Loss: 0.018692
===> Epoch[4](784/1860): Loss: 0.017964
===> Epoch[4](785/1860): Loss: 0.017873
===> Epoch[4](786/1860): Loss: 0.019805
===> Epoch[4](787/1860): Loss: 0.016261
===> Epoch[4](788/1860): Loss: 0.017341
===> Epoch[4](789/1860): Loss: 0.018403
===> Epoch[4](790/1860): Loss: 0.017174
===> Epoch[4](791/1860): Loss: 0.018274
===> Epoch[4](792/1860): Loss: 0.016780
===> Epoch[4](793/1860): Loss: 0.017074
===> Epoch[4](794/1860): Loss: 0.017423
===> Epoch[4](795/1860): Loss: 0.015756
===> Epoch[4](796/1860): Loss: 0.017185
===> Epoch[4](797/1860): Loss: 0.017614
===> Epoch[4](798/1860): Loss: 0.016157
===> Epoch[4](799/1860): Loss: 0.017644
===> Epoch[4](800/1860): Loss: 0.016722
===> Epoch[4](801/1860): Loss: 0.018229
===> Epoch[4](802/1860): Loss: 0.017541
===> Epoch[4](803/1860): Loss: 0.016195
===> Epoch[4](804/1860): Loss: 0.015668
===> Epoch[4](805/1860): Loss: 0.017256
===> Epoch[4](806/1860): Loss: 0.018723
===> Epoch[4](807/1860): Loss: 0.016213
===> Epoch[4](808/1860): Loss: 0.017346
===> Epoch[4](809/1860): Loss: 0.016589
===> Epoch[4](810/1860): Loss: 0.017984
===> Epoch[4](811/1860): Loss: 0.017809
===> Epoch[4](812/1860): Loss: 0.016506
===> Epoch[4](813/1860): Loss: 0.018743
===> Epoch[4](814/1860): Loss: 0.017610
===> Epoch[4](815/1860): Loss: 0.018159
===> Epoch[4](816/1860): Loss: 0.018201
===> Epoch[4](817/1860): Loss: 0.019385
===> Epoch[4](818/1860): Loss: 0.016862
===> Epoch[4](819/1860): Loss: 0.017562
===> Epoch[4](820/1860): Loss: 0.018265
===> Epoch[4](821/1860): Loss: 0.017456
===> Epoch[4](822/1860): Loss: 0.016444
===> Epoch[4](823/1860): Loss: 0.018402
===> Epoch[4](824/1860): Loss: 0.018370
===> Epoch[4](825/1860): Loss: 0.017996
===> Epoch[4](826/1860): Loss: 0.015189
===> Epoch[4](827/1860): Loss: 0.018048
===> Epoch[4](828/1860): Loss: 0.018194
===> Epoch[4](829/1860): Loss: 0.018110
===> Epoch[4](830/1860): Loss: 0.016347
===> Epoch[4](831/1860): Loss: 0.018835
===> Epoch[4](832/1860): Loss: 0.017632
===> Epoch[4](833/1860): Loss: 0.017586
===> Epoch[4](834/1860): Loss: 0.017179
===> Epoch[4](835/1860): Loss: 0.017387
===> Epoch[4](836/1860): Loss: 0.016436
===> Epoch[4](837/1860): Loss: 0.018529
===> Epoch[4](838/1860): Loss: 0.017499
===> Epoch[4](839/1860): Loss: 0.017318
===> Epoch[4](840/1860): Loss: 0.017813
===> Epoch[4](841/1860): Loss: 0.018881
===> Epoch[4](842/1860): Loss: 0.017577
===> Epoch[4](843/1860): Loss: 0.017968
===> Epoch[4](844/1860): Loss: 0.015459
===> Epoch[4](845/1860): Loss: 0.017283
===> Epoch[4](846/1860): Loss: 0.017432
===> Epoch[4](847/1860): Loss: 0.019229
===> Epoch[4](848/1860): Loss: 0.020068
===> Epoch[4](849/1860): Loss: 0.018943
===> Epoch[4](850/1860): Loss: 0.018670
===> Epoch[4](851/1860): Loss: 0.017216
===> Epoch[4](852/1860): Loss: 0.016679
===> Epoch[4](853/1860): Loss: 0.016800
===> Epoch[4](854/1860): Loss: 0.016558
===> Epoch[4](855/1860): Loss: 0.018635
===> Epoch[4](856/1860): Loss: 0.015529
===> Epoch[4](857/1860): Loss: 0.016179
===> Epoch[4](858/1860): Loss: 0.018251
===> Epoch[4](859/1860): Loss: 0.018520
===> Epoch[4](860/1860): Loss: 0.017051
===> Epoch[4](861/1860): Loss: 0.016661
===> Epoch[4](862/1860): Loss: 0.017977
===> Epoch[4](863/1860): Loss: 0.016851
===> Epoch[4](864/1860): Loss: 0.018108
===> Epoch[4](865/1860): Loss: 0.017363
===> Epoch[4](866/1860): Loss: 0.019700
===> Epoch[4](867/1860): Loss: 0.017663
===> Epoch[4](868/1860): Loss: 0.017738
===> Epoch[4](869/1860): Loss: 0.017437
===> Epoch[4](870/1860): Loss: 0.016211
===> Epoch[4](871/1860): Loss: 0.018374
===> Epoch[4](872/1860): Loss: 0.017908
===> Epoch[4](873/1860): Loss: 0.018804
===> Epoch[4](874/1860): Loss: 0.016996
===> Epoch[4](875/1860): Loss: 0.017360
===> Epoch[4](876/1860): Loss: 0.017074
===> Epoch[4](877/1860): Loss: 0.017868
===> Epoch[4](878/1860): Loss: 0.017338
===> Epoch[4](879/1860): Loss: 0.018356
===> Epoch[4](880/1860): Loss: 0.017117
===> Epoch[4](881/1860): Loss: 0.016670
===> Epoch[4](882/1860): Loss: 0.018266
===> Epoch[4](883/1860): Loss: 0.018347
===> Epoch[4](884/1860): Loss: 0.016939
===> Epoch[4](885/1860): Loss: 0.017731
===> Epoch[4](886/1860): Loss: 0.018046
===> Epoch[4](887/1860): Loss: 0.016526
===> Epoch[4](888/1860): Loss: 0.017419
===> Epoch[4](889/1860): Loss: 0.017732
===> Epoch[4](890/1860): Loss: 0.018577
===> Epoch[4](891/1860): Loss: 0.017628
===> Epoch[4](892/1860): Loss: 0.018248
===> Epoch[4](893/1860): Loss: 0.018151
===> Epoch[4](894/1860): Loss: 0.018473
===> Epoch[4](895/1860): Loss: 0.017817
===> Epoch[4](896/1860): Loss: 0.017515
===> Epoch[4](897/1860): Loss: 0.016679
===> Epoch[4](898/1860): Loss: 0.018964
===> Epoch[4](899/1860): Loss: 0.017234
===> Epoch[4](900/1860): Loss: 0.017912
===> Epoch[4](901/1860): Loss: 0.017767
===> Epoch[4](902/1860): Loss: 0.015742
===> Epoch[4](903/1860): Loss: 0.016899
===> Epoch[4](904/1860): Loss: 0.019154
===> Epoch[4](905/1860): Loss: 0.016747
===> Epoch[4](906/1860): Loss: 0.017768
===> Epoch[4](907/1860): Loss: 0.018330
===> Epoch[4](908/1860): Loss: 0.017792
===> Epoch[4](909/1860): Loss: 0.020207
===> Epoch[4](910/1860): Loss: 0.017019
===> Epoch[4](911/1860): Loss: 0.018028
===> Epoch[4](912/1860): Loss: 0.017094
===> Epoch[4](913/1860): Loss: 0.016985
===> Epoch[4](914/1860): Loss: 0.015359
===> Epoch[4](915/1860): Loss: 0.017782
===> Epoch[4](916/1860): Loss: 0.016913
===> Epoch[4](917/1860): Loss: 0.019246
===> Epoch[4](918/1860): Loss: 0.018039
===> Epoch[4](919/1860): Loss: 0.018287
===> Epoch[4](920/1860): Loss: 0.018057
===> Epoch[4](921/1860): Loss: 0.018037
===> Epoch[4](922/1860): Loss: 0.019010
===> Epoch[4](923/1860): Loss: 0.018538
===> Epoch[4](924/1860): Loss: 0.014405
===> Epoch[4](925/1860): Loss: 0.015914
===> Epoch[4](926/1860): Loss: 0.016406
===> Epoch[4](927/1860): Loss: 0.018938
===> Epoch[4](928/1860): Loss: 0.019317
===> Epoch[4](929/1860): Loss: 0.016946
===> Epoch[4](930/1860): Loss: 0.016926
===> Epoch[4](931/1860): Loss: 0.017767
===> Epoch[4](932/1860): Loss: 0.017232
===> Epoch[4](933/1860): Loss: 0.017542
===> Epoch[4](934/1860): Loss: 0.016239
===> Epoch[4](935/1860): Loss: 0.018620
===> Epoch[4](936/1860): Loss: 0.016289
===> Epoch[4](937/1860): Loss: 0.017868
===> Epoch[4](938/1860): Loss: 0.017513
===> Epoch[4](939/1860): Loss: 0.018257
===> Epoch[4](940/1860): Loss: 0.017070
===> Epoch[4](941/1860): Loss: 0.016978
===> Epoch[4](942/1860): Loss: 0.019490
===> Epoch[4](943/1860): Loss: 0.017206
===> Epoch[4](944/1860): Loss: 0.016825
===> Epoch[4](945/1860): Loss: 0.017772
===> Epoch[4](946/1860): Loss: 0.016859
===> Epoch[4](947/1860): Loss: 0.017078
===> Epoch[4](948/1860): Loss: 0.016955
===> Epoch[4](949/1860): Loss: 0.016389
===> Epoch[4](950/1860): Loss: 0.016853
===> Epoch[4](951/1860): Loss: 0.017101
===> Epoch[4](952/1860): Loss: 0.017665
===> Epoch[4](953/1860): Loss: 0.018125
===> Epoch[4](954/1860): Loss: 0.018201
===> Epoch[4](955/1860): Loss: 0.016899
===> Epoch[4](956/1860): Loss: 0.017415
===> Epoch[4](957/1860): Loss: 0.017288
===> Epoch[4](958/1860): Loss: 0.015998
===> Epoch[4](959/1860): Loss: 0.017684
===> Epoch[4](960/1860): Loss: 0.020199
===> Epoch[4](961/1860): Loss: 0.018061
===> Epoch[4](962/1860): Loss: 0.015207
===> Epoch[4](963/1860): Loss: 0.016397
===> Epoch[4](964/1860): Loss: 0.018233
===> Epoch[4](965/1860): Loss: 0.017614
===> Epoch[4](966/1860): Loss: 0.016071
===> Epoch[4](967/1860): Loss: 0.018822
===> Epoch[4](968/1860): Loss: 0.016104
===> Epoch[4](969/1860): Loss: 0.017825
===> Epoch[4](970/1860): Loss: 0.019717
===> Epoch[4](971/1860): Loss: 0.016408
===> Epoch[4](972/1860): Loss: 0.016212
===> Epoch[4](973/1860): Loss: 0.017029
===> Epoch[4](974/1860): Loss: 0.016418
===> Epoch[4](975/1860): Loss: 0.018181
===> Epoch[4](976/1860): Loss: 0.018096
===> Epoch[4](977/1860): Loss: 0.018836
===> Epoch[4](978/1860): Loss: 0.018403
===> Epoch[4](979/1860): Loss: 0.017889
===> Epoch[4](980/1860): Loss: 0.017445
===> Epoch[4](981/1860): Loss: 0.016825
===> Epoch[4](982/1860): Loss: 0.017479
===> Epoch[4](983/1860): Loss: 0.018061
===> Epoch[4](984/1860): Loss: 0.017146
===> Epoch[4](985/1860): Loss: 0.016705
===> Epoch[4](986/1860): Loss: 0.018024
===> Epoch[4](987/1860): Loss: 0.014227
===> Epoch[4](988/1860): Loss: 0.017700
===> Epoch[4](989/1860): Loss: 0.017116
===> Epoch[4](990/1860): Loss: 0.017419
===> Epoch[4](991/1860): Loss: 0.016546
===> Epoch[4](992/1860): Loss: 0.017273
===> Epoch[4](993/1860): Loss: 0.019904
===> Epoch[4](994/1860): Loss: 0.018185
===> Epoch[4](995/1860): Loss: 0.017101
===> Epoch[4](996/1860): Loss: 0.017971
===> Epoch[4](997/1860): Loss: 0.017779
===> Epoch[4](998/1860): Loss: 0.016990
===> Epoch[4](999/1860): Loss: 0.018860
===> Epoch[4](1000/1860): Loss: 0.017701
===> Epoch[4](1001/1860): Loss: 0.018050
===> Epoch[4](1002/1860): Loss: 0.018722
===> Epoch[4](1003/1860): Loss: 0.019080
===> Epoch[4](1004/1860): Loss: 0.016789
===> Epoch[4](1005/1860): Loss: 0.017646
===> Epoch[4](1006/1860): Loss: 0.017843
===> Epoch[4](1007/1860): Loss: 0.018355
===> Epoch[4](1008/1860): Loss: 0.017417
===> Epoch[4](1009/1860): Loss: 0.017018
===> Epoch[4](1010/1860): Loss: 0.017098
===> Epoch[4](1011/1860): Loss: 0.019050
===> Epoch[4](1012/1860): Loss: 0.018311
===> Epoch[4](1013/1860): Loss: 0.018453
===> Epoch[4](1014/1860): Loss: 0.018499
===> Epoch[4](1015/1860): Loss: 0.017290
===> Epoch[4](1016/1860): Loss: 0.017672
===> Epoch[4](1017/1860): Loss: 0.016705
===> Epoch[4](1018/1860): Loss: 0.018040
===> Epoch[4](1019/1860): Loss: 0.016425
===> Epoch[4](1020/1860): Loss: 0.018080
===> Epoch[4](1021/1860): Loss: 0.016470
===> Epoch[4](1022/1860): Loss: 0.017245
===> Epoch[4](1023/1860): Loss: 0.017661
===> Epoch[4](1024/1860): Loss: 0.017146
===> Epoch[4](1025/1860): Loss: 0.018504
===> Epoch[4](1026/1860): Loss: 0.016614
===> Epoch[4](1027/1860): Loss: 0.015901
===> Epoch[4](1028/1860): Loss: 0.017915
===> Epoch[4](1029/1860): Loss: 0.016061
===> Epoch[4](1030/1860): Loss: 0.016120
===> Epoch[4](1031/1860): Loss: 0.016898
===> Epoch[4](1032/1860): Loss: 0.016362
===> Epoch[4](1033/1860): Loss: 0.018484
===> Epoch[4](1034/1860): Loss: 0.015866
===> Epoch[4](1035/1860): Loss: 0.016846
===> Epoch[4](1036/1860): Loss: 0.017376
===> Epoch[4](1037/1860): Loss: 0.015299
===> Epoch[4](1038/1860): Loss: 0.017195
===> Epoch[4](1039/1860): Loss: 0.017136
===> Epoch[4](1040/1860): Loss: 0.017582
===> Epoch[4](1041/1860): Loss: 0.017162
===> Epoch[4](1042/1860): Loss: 0.017300
===> Epoch[4](1043/1860): Loss: 0.019912
===> Epoch[4](1044/1860): Loss: 0.016826
===> Epoch[4](1045/1860): Loss: 0.015948
===> Epoch[4](1046/1860): Loss: 0.018121
===> Epoch[4](1047/1860): Loss: 0.017907
===> Epoch[4](1048/1860): Loss: 0.017905
===> Epoch[4](1049/1860): Loss: 0.015117
===> Epoch[4](1050/1860): Loss: 0.017593
===> Epoch[4](1051/1860): Loss: 0.019672
===> Epoch[4](1052/1860): Loss: 0.017296
===> Epoch[4](1053/1860): Loss: 0.017196
===> Epoch[4](1054/1860): Loss: 0.017417
===> Epoch[4](1055/1860): Loss: 0.016972
===> Epoch[4](1056/1860): Loss: 0.017044
===> Epoch[4](1057/1860): Loss: 0.015132
===> Epoch[4](1058/1860): Loss: 0.017916
===> Epoch[4](1059/1860): Loss: 0.018366
===> Epoch[4](1060/1860): Loss: 0.019184
===> Epoch[4](1061/1860): Loss: 0.018017
===> Epoch[4](1062/1860): Loss: 0.018460
===> Epoch[4](1063/1860): Loss: 0.014759
===> Epoch[4](1064/1860): Loss: 0.018641
===> Epoch[4](1065/1860): Loss: 0.017497
===> Epoch[4](1066/1860): Loss: 0.018503
===> Epoch[4](1067/1860): Loss: 0.019313
===> Epoch[4](1068/1860): Loss: 0.016677
===> Epoch[4](1069/1860): Loss: 0.017535
===> Epoch[4](1070/1860): Loss: 0.019264
===> Epoch[4](1071/1860): Loss: 0.017237
===> Epoch[4](1072/1860): Loss: 0.017204
===> Epoch[4](1073/1860): Loss: 0.017419
===> Epoch[4](1074/1860): Loss: 0.018844
===> Epoch[4](1075/1860): Loss: 0.015658
===> Epoch[4](1076/1860): Loss: 0.016785
===> Epoch[4](1077/1860): Loss: 0.017459
===> Epoch[4](1078/1860): Loss: 0.017398
===> Epoch[4](1079/1860): Loss: 0.016407
===> Epoch[4](1080/1860): Loss: 0.019162
===> Epoch[4](1081/1860): Loss: 0.017754
===> Epoch[4](1082/1860): Loss: 0.016832
===> Epoch[4](1083/1860): Loss: 0.016606
===> Epoch[4](1084/1860): Loss: 0.018192
===> Epoch[4](1085/1860): Loss: 0.017341
===> Epoch[4](1086/1860): Loss: 0.016244
===> Epoch[4](1087/1860): Loss: 0.017624
===> Epoch[4](1088/1860): Loss: 0.016641
===> Epoch[4](1089/1860): Loss: 0.016778
===> Epoch[4](1090/1860): Loss: 0.016150
===> Epoch[4](1091/1860): Loss: 0.017197
===> Epoch[4](1092/1860): Loss: 0.016852
===> Epoch[4](1093/1860): Loss: 0.017574
===> Epoch[4](1094/1860): Loss: 0.017451
===> Epoch[4](1095/1860): Loss: 0.017819
===> Epoch[4](1096/1860): Loss: 0.016725
===> Epoch[4](1097/1860): Loss: 0.016631
===> Epoch[4](1098/1860): Loss: 0.016264
===> Epoch[4](1099/1860): Loss: 0.018740
===> Epoch[4](1100/1860): Loss: 0.017454
===> Epoch[4](1101/1860): Loss: 0.017269
===> Epoch[4](1102/1860): Loss: 0.017697
===> Epoch[4](1103/1860): Loss: 0.018351
===> Epoch[4](1104/1860): Loss: 0.017789
===> Epoch[4](1105/1860): Loss: 0.016851
===> Epoch[4](1106/1860): Loss: 0.016306
===> Epoch[4](1107/1860): Loss: 0.017735
===> Epoch[4](1108/1860): Loss: 0.016863
===> Epoch[4](1109/1860): Loss: 0.018171
===> Epoch[4](1110/1860): Loss: 0.016188
===> Epoch[4](1111/1860): Loss: 0.017344
===> Epoch[4](1112/1860): Loss: 0.018267
===> Epoch[4](1113/1860): Loss: 0.016771
===> Epoch[4](1114/1860): Loss: 0.016959
===> Epoch[4](1115/1860): Loss: 0.016891
===> Epoch[4](1116/1860): Loss: 0.016990
===> Epoch[4](1117/1860): Loss: 0.016623
===> Epoch[4](1118/1860): Loss: 0.018041
===> Epoch[4](1119/1860): Loss: 0.016936
===> Epoch[4](1120/1860): Loss: 0.018069
===> Epoch[4](1121/1860): Loss: 0.017449
===> Epoch[4](1122/1860): Loss: 0.017545
===> Epoch[4](1123/1860): Loss: 0.017361
===> Epoch[4](1124/1860): Loss: 0.016663
===> Epoch[4](1125/1860): Loss: 0.016499
===> Epoch[4](1126/1860): Loss: 0.017288
===> Epoch[4](1127/1860): Loss: 0.017449
===> Epoch[4](1128/1860): Loss: 0.018002
===> Epoch[4](1129/1860): Loss: 0.017054
===> Epoch[4](1130/1860): Loss: 0.018841
===> Epoch[4](1131/1860): Loss: 0.016198
===> Epoch[4](1132/1860): Loss: 0.016881
===> Epoch[4](1133/1860): Loss: 0.018753
===> Epoch[4](1134/1860): Loss: 0.015621
===> Epoch[4](1135/1860): Loss: 0.018670
===> Epoch[4](1136/1860): Loss: 0.017691
===> Epoch[4](1137/1860): Loss: 0.018159
===> Epoch[4](1138/1860): Loss: 0.018203
===> Epoch[4](1139/1860): Loss: 0.017500
===> Epoch[4](1140/1860): Loss: 0.018676
===> Epoch[4](1141/1860): Loss: 0.017338
===> Epoch[4](1142/1860): Loss: 0.016652
===> Epoch[4](1143/1860): Loss: 0.017475
===> Epoch[4](1144/1860): Loss: 0.015487
===> Epoch[4](1145/1860): Loss: 0.017943
===> Epoch[4](1146/1860): Loss: 0.018769
===> Epoch[4](1147/1860): Loss: 0.015712
===> Epoch[4](1148/1860): Loss: 0.017500
===> Epoch[4](1149/1860): Loss: 0.016152
===> Epoch[4](1150/1860): Loss: 0.017908
===> Epoch[4](1151/1860): Loss: 0.019525
===> Epoch[4](1152/1860): Loss: 0.016620
===> Epoch[4](1153/1860): Loss: 0.017821
===> Epoch[4](1154/1860): Loss: 0.015951
===> Epoch[4](1155/1860): Loss: 0.017203
===> Epoch[4](1156/1860): Loss: 0.015136
===> Epoch[4](1157/1860): Loss: 0.018739
===> Epoch[4](1158/1860): Loss: 0.017778
===> Epoch[4](1159/1860): Loss: 0.019027
===> Epoch[4](1160/1860): Loss: 0.016281
===> Epoch[4](1161/1860): Loss: 0.017532
===> Epoch[4](1162/1860): Loss: 0.017730
===> Epoch[4](1163/1860): Loss: 0.016824
===> Epoch[4](1164/1860): Loss: 0.017038
===> Epoch[4](1165/1860): Loss: 0.016644
===> Epoch[4](1166/1860): Loss: 0.017309
===> Epoch[4](1167/1860): Loss: 0.016594
===> Epoch[4](1168/1860): Loss: 0.018494
===> Epoch[4](1169/1860): Loss: 0.018790
===> Epoch[4](1170/1860): Loss: 0.017429
===> Epoch[4](1171/1860): Loss: 0.019213
===> Epoch[4](1172/1860): Loss: 0.016899
===> Epoch[4](1173/1860): Loss: 0.016050
===> Epoch[4](1174/1860): Loss: 0.017475
===> Epoch[4](1175/1860): Loss: 0.017976
===> Epoch[4](1176/1860): Loss: 0.017704
===> Epoch[4](1177/1860): Loss: 0.017800
===> Epoch[4](1178/1860): Loss: 0.017572
===> Epoch[4](1179/1860): Loss: 0.017938
===> Epoch[4](1180/1860): Loss: 0.016970
===> Epoch[4](1181/1860): Loss: 0.017929
===> Epoch[4](1182/1860): Loss: 0.016908
===> Epoch[4](1183/1860): Loss: 0.018778
===> Epoch[4](1184/1860): Loss: 0.017669
===> Epoch[4](1185/1860): Loss: 0.015875
===> Epoch[4](1186/1860): Loss: 0.016477
===> Epoch[4](1187/1860): Loss: 0.019060
===> Epoch[4](1188/1860): Loss: 0.019070
===> Epoch[4](1189/1860): Loss: 0.018352
===> Epoch[4](1190/1860): Loss: 0.019175
===> Epoch[4](1191/1860): Loss: 0.015650
===> Epoch[4](1192/1860): Loss: 0.017792
===> Epoch[4](1193/1860): Loss: 0.017976
===> Epoch[4](1194/1860): Loss: 0.016499
===> Epoch[4](1195/1860): Loss: 0.017087
===> Epoch[4](1196/1860): Loss: 0.019696
